claim_total,claim_line_sum,avg_line_amount,claims_last_30d,claims_last_90d,days_since_last_claim,claim_duration_days,departure_hour,departure_weekday,distance_user_vs_calc_pct,actual_mileage_vs_calc_pct,gps_variance_km,gps_variance_pct,gps_status,documents_submitted
604.54,605.28,133.79,0,3,0,2,18,3,-0.1799,-0.1282,8.18,0.085,1,1
123.89,119.01,129.91,2,6,4,4,7,1,-0.1486,-0.1831,0.58,0.0664,1,1
262.6,237.3,52.67,0,3,23,1,6,4,0.187,0.022,0.0,0.0594,1,1
581.77,522.68,141.41,1,3,8,2,6,6,0.0307,0.0459,2.52,0.1253,1,1
1422.08,1261.29,230.33,1,5,31,2,6,5,-0.0175,-0.0154,0.0,0.0237,1,1
291.53,289.69,144.68,0,0,66,1,12,3,-0.0203,-0.0568,5.95,0.1699,2,1
890.88,844.51,144.91,2,5,79,1,14,4,-0.122,-0.1539,6.38,0.1502,2,1
91.39,81.89,89.85,2,7,1,2,8,2,-0.1468,-0.195,6.29,0.1044,1,1
178.29,185.64,50.89,1,4,40,2,7,3,0.1068,0.1906,14.05,0.086,1,1
325.19,288.31,95.57,1,5,46,1,15,5,0.2337,0.1997,0.0,0.0961,1,1
353.83,362.15,100.49,0,4,45,3,13,0,-0.1219,-0.0836,10.15,0.0358,1,1
271.1,242.48,130.26,1,1,0,1,14,0,-0.0047,0.0572,4.44,0.0455,1,1
679.68,649.39,155.85,0,5,28,1,6,1,0.0985,0.0871,1.63,0.1061,1,1
155.73,146.82,45.87,2,3,25,3,13,1,-0.1403,-0.2057,0.0,0.0688,1,1
515.1,504.22,239.52,0,4,18,2,16,1,0.0215,0.0597,13.85,0.1546,2,1
34.17,30.73,32.32,0,2,20,1,15,2,0.0387,0.0054,8.47,0.0241,1,1
603.65,630.14,192.6,2,2,22,1,17,6,0.2576,0.2281,9.87,0.0114,1,1
178.48,178.45,169.2,2,4,36,4,8,0,-0.1472,-0.157,3.22,0.1125,1,1
393.18,348.54,113.04,3,8,32,3,19,5,-0.1911,-0.2091,4.64,0.0464,1,1
101.64,103.06,102.93,0,2,22,2,6,2,-0.0547,-0.0653,17.39,0.0768,1,1
256.16,230.39,235.81,0,0,1,4,8,1,0.0052,0.0545,0.0,0.0168,1,1
327.2,301.63,49.51,0,0,28,2,14,0,0.0286,-0.0168,14.42,0.0795,1,0
250.99,230.01,121.65,1,3,46,3,17,3,0.1242,0.2161,5.52,0.0097,1,1
968.7,964.65,180.4,2,3,58,2,13,0,0.0747,0.0278,8.25,0.0945,1,0
25.02,21.88,22.22,3,6,33,3,10,1,0.1538,0.1475,0.0,0.1735,2,1
973.63,971.96,231.74,0,3,0,2,9,6,-0.1014,-0.0382,0.0,0.0065,1,1
466.11,459.52,107.89,1,3,57,3,12,5,-0.0276,-0.0461,4.22,0.1812,2,1
946.1,876.41,188.77,2,5,33,1,20,3,0.1272,0.1576,3.92,0.0757,1,1
286.56,300.37,79.47,4,6,42,2,14,0,0.0381,0.0451,6.62,0.0239,1,1
285.93,275.58,125.27,0,5,44,1,19,0,-0.027,-0.0141,4.79,0.0775,1,0
161.65,164.7,52.83,1,5,0,2,8,3,0.1966,0.2395,0.66,0.0502,1,1
77.7,76.75,18.31,3,8,0,4,12,4,0.181,0.2053,8.79,0.0785,1,1
362.42,352.96,110.45,0,0,33,1,18,4,-0.0992,-0.023,5.24,0.166,2,1
179.42,158.49,169.15,2,3,52,2,20,1,0.1038,0.1187,6.39,0.0207,1,1
694.72,673.71,113.67,0,1,51,2,10,5,-0.025,-0.0008,3.48,0.2054,2,1
203.85,178.3,63.68,0,4,44,1,5,2,0.0076,0.0014,11.18,0.0673,1,0
241.79,235.75,63.84,2,6,0,3,14,2,-0.0303,-0.0541,9.03,0.0288,1,1
246.29,240.74,248.3,2,4,0,4,16,0,-0.0867,-0.1101,7.63,0.0447,1,1
204.11,191.39,92.48,2,5,0,1,15,4,-0.1814,-0.2042,6.06,0.0311,1,1
652.61,640.34,165.56,2,4,0,2,19,5,0.0954,0.0896,0.0,0.0396,1,1
472.53,412.38,90.3,0,4,28,2,5,5,0.2915,0.4369,11.7,0.0435,1,1
304.68,303.02,110.05,1,3,4,5,18,6,0.0149,0.0395,11.34,0.1851,2,1
77.81,80.3,19.39,2,5,24,3,19,0,0.1497,0.1034,0.0,0.209,2,1
462.23,417.11,70.26,2,3,2,1,8,6,0.13,0.1682,11.74,0.1547,2,1
176.86,185.46,184.68,0,3,21,4,6,4,0.0676,0.0741,4.74,0.103,1,1
162.88,149.57,142.69,3,8,0,5,12,2,0.1898,0.1738,6.85,0.0134,1,1
87.02,89.61,19.13,1,3,32,1,5,1,0.102,0.1212,3.42,0.203,2,0
863.73,882.41,209.07,0,0,16,1,16,4,-0.0271,-0.0319,4.33,0.0576,1,1
562.95,508.68,159.25,1,5,67,1,17,0,-0.0853,-0.067,1.4,0.0809,1,1
730.53,671.83,113.86,1,3,33,2,18,3,-0.0927,-0.0155,11.41,0.0318,1,1
844.12,753.77,245.19,0,3,68,2,8,3,-0.0494,-0.0513,5.69,0.0276,1,1
1166.58,1034.63,220.6,3,7,27,2,9,2,0.3114,0.2251,0.0,0.0537,1,1
255.25,235.49,109.17,0,5,9,1,17,0,0.1192,0.111,3.98,0.0433,1,1
601.26,604.98,222.28,2,3,31,1,9,5,-0.0427,-0.0888,0.0,0.1502,2,1
259.7,252.97,51.28,0,2,33,3,9,3,-0.013,-0.0404,5.41,0.0855,1,1
232.58,232.38,122.8,2,5,4,1,16,2,-0.0396,-0.0818,0.0,0.0365,1,0
535.13,480.2,227.22,2,2,0,3,5,3,-0.0579,-0.0292,7.66,0.0889,1,1
1148.03,1102.85,192.02,1,5,16,1,14,5,0.051,0.0705,3.83,0.0351,1,1
267.65,239.48,39.69,1,6,0,1,18,5,-0.1407,-0.2231,4.85,0.0192,1,1
180.13,166.42,180.98,1,1,39,2,13,1,0.0379,-0.0587,4.53,0.0918,1,1
676.67,611.17,117.27,1,2,0,5,9,1,-0.0635,-0.0937,11.16,0.1144,1,1
693.04,666.26,222.42,1,2,6,2,15,0,0.0791,0.0995,6.46,0.0005,1,1
38.88,36.84,33.95,1,5,27,2,17,5,0.1306,0.1364,0.0,0.1502,2,1
204.74,203.31,191.95,0,1,13,1,12,2,-0.06,-0.1358,0.24,0.1885,2,1
721.78,646.82,148.29,1,3,13,3,9,2,0.1755,0.1678,6.29,0.0106,1,1
1341.62,1169.24,238.06,2,5,0,2,18,1,0.0098,-0.0713,7.77,0.1036,1,1
978.55,963.52,182.48,1,6,14,3,19,1,0.1516,0.1606,12.42,0.1021,1,1
253.04,244.6,61.3,1,3,39,5,17,6,-0.0734,-0.0054,0.0,0.0425,1,1
649.01,611.82,146.85,0,4,0,4,8,0,0.0693,0.0748,1.36,0.0771,1,1
607.82,599.46,153.08,2,3,16,3,13,6,-0.1246,-0.1663,12.97,0.1088,1,1
1222.47,1100.42,177.35,1,5,22,1,20,1,-0.0322,-0.0427,12.71,0.0242,1,1
1193.84,1153.8,176.14,1,5,36,3,11,6,0.4193,0.4639,6.32,0.1038,1,1
500.19,503.5,89.65,2,7,17,1,19,2,0.305,0.271,0.0,0.0316,1,0
223.71,219.98,103.12,1,6,18,3,7,0,-0.0031,0.0656,1.56,0.0918,1,1
130.0,120.87,28.0,1,5,21,4,6,3,0.1401,0.2322,0.0,0.0059,1,1
785.34,801.11,209.81,2,7,32,2,8,6,0.1413,0.125,4.74,0.1491,1,1
411.64,414.29,197.83,1,6,35,3,9,2,-0.078,-0.1029,9.79,0.074,1,1
90.58,82.21,12.52,0,4,18,1,12,5,-0.1311,-0.1826,6.57,0.0335,1,1
1113.09,1128.11,172.82,0,4,35,2,17,5,-0.0288,-0.0071,2.82,0.041,1,0
375.09,374.67,90.1,1,4,27,1,7,5,-0.0359,-0.0637,8.65,0.0344,1,0
153.22,156.51,166.47,3,3,9,1,6,3,-0.0574,-0.1582,3.21,0.2045,2,1
245.69,233.93,219.06,1,1,23,1,11,6,0.2267,0.1933,3.84,0.1425,1,1
623.78,596.04,109.75,1,5,16,1,17,3,0.2322,0.1573,6.26,0.0501,1,1
1334.35,1163.2,194.87,2,6,42,1,8,2,0.0101,0.071,18.08,0.0529,1,1
255.3,231.0,40.55,1,1,12,1,13,3,0.0454,0.0635,4.27,0.0005,1,1
104.49,95.98,96.33,2,6,49,2,10,5,-0.032,-0.0663,3.03,0.0156,1,1
144.39,127.61,123.5,0,0,48,2,9,5,-0.0564,-0.1174,1.78,0.0105,1,0
25.95,23.52,11.38,0,3,33,1,12,6,0.0767,0.1988,0.0,0.0598,1,1
109.93,107.76,99.9,2,3,8,3,14,6,0.0069,0.0038,0.0,0.0688,1,1
270.19,278.39,46.21,2,2,96,1,16,5,-0.0089,-0.0648,11.12,0.1065,1,1
562.39,551.29,84.52,3,6,29,1,5,0,-0.0355,0.0729,4.12,0.0192,1,1
700.39,699.88,128.04,0,2,6,1,18,3,0.0908,0.137,0.04,0.0282,1,1
146.12,140.7,66.15,1,2,4,4,9,1,0.0039,0.0349,0.0,0.0539,1,1
1108.43,1123.87,231.97,2,4,36,4,20,1,0.0252,0.0673,2.4,0.1176,1,1
89.03,88.99,86.68,2,5,40,3,18,1,-0.0794,-0.1122,1.32,0.1568,2,1
449.27,408.35,100.64,1,6,1,1,7,3,0.0512,-0.0064,2.91,0.0117,1,1
594.46,582.79,115.89,0,4,30,2,16,3,-0.051,-0.0328,5.97,0.0214,1,0
854.57,751.9,239.94,0,0,0,3,15,1,0.0016,0.0339,0.0,0.0882,1,1
55.13,54.87,29.05,0,5,30,4,7,4,0.1544,0.158,0.0,0.0136,1,1
891.04,913.54,139.09,1,2,1,1,5,0,0.0416,0.0486,1.75,0.1918,2,1
324.94,339.73,87.3,1,2,17,2,18,1,0.1225,0.1747,0.0,0.113,1,1
143.36,149.16,69.27,2,7,12,2,16,6,0.1146,0.1889,0.0,0.0286,1,0
795.19,772.63,170.93,2,6,3,3,5,4,0.1335,0.0757,4.43,0.0118,1,1
245.26,234.65,45.11,0,1,37,1,6,4,0.1704,0.1476,0.0,0.0175,1,1
890.14,836.72,212.93,0,3,0,2,5,6,0.1463,0.1585,2.61,0.0447,1,1
111.35,108.11,116.49,0,5,50,1,5,5,0.2905,0.347,0.0,0.0086,1,1
209.82,199.19,107.14,0,0,41,1,16,3,-0.0734,-0.0921,4.0,0.0359,1,1
1413.12,1405.26,236.95,1,4,0,1,19,5,0.1892,0.2019,3.28,0.08,1,1
669.89,602.81,193.56,0,2,49,2,11,6,0.0026,-0.0327,0.07,0.094,1,0
80.15,83.57,29.7,0,3,18,2,9,4,0.1432,0.174,4.32,0.1564,2,1
312.19,274.48,126.04,1,5,50,2,10,2,-0.0079,0.0409,7.44,0.0751,1,0
348.71,305.49,56.13,1,3,29,3,13,5,0.1214,0.1054,10.66,0.0135,1,1
110.01,104.06,111.61,0,0,38,1,16,4,0.1314,0.0774,12.28,0.069,1,1
216.71,197.18,204.61,0,3,42,1,9,2,0.149,0.1431,7.96,0.1764,2,1
922.56,870.65,166.24,2,3,29,1,11,2,0.1664,0.125,4.49,0.0296,1,1
70.37,72.34,15.11,2,6,31,2,19,5,0.2436,0.2174,1.38,0.0632,1,1
915.64,843.04,171.07,2,4,37,1,12,5,0.1366,0.1198,13.15,0.015,1,1
223.7,210.96,219.2,2,2,8,1,9,5,-0.0713,-0.0641,10.52,0.0186,1,1
633.94,626.7,102.26,1,3,46,1,6,5,-0.1906,-0.1793,12.65,0.0918,1,1
427.19,420.86,219.0,2,5,24,1,12,1,-0.0726,-0.0018,5.73,0.0603,1,1
256.85,232.09,75.32,0,2,1,2,6,5,0.2141,0.26,5.23,0.0628,1,1
629.52,574.98,178.35,0,5,0,1,20,5,0.1029,0.1405,1.09,0.1812,2,1
734.19,698.96,115.01,1,5,27,3,8,3,0.0083,0.1325,1.12,0.1076,1,0
447.05,435.74,215.9,1,1,28,2,6,0,-0.0281,0.0021,9.31,0.0496,1,1
249.1,244.25,65.59,0,2,29,1,10,6,0.0496,0.0534,0.0,0.0298,1,1
1204.23,1177.42,236.04,2,5,5,1,19,0,-0.0351,-0.0275,5.87,0.196,2,1
213.39,212.22,233.88,0,0,57,3,19,0,-0.1276,-0.0917,0.74,0.1116,1,1
220.8,216.68,113.23,0,3,24,1,18,5,-0.1095,-0.1553,2.27,0.1018,1,1
924.36,930.09,201.56,1,1,2,1,18,1,-0.0277,0.0044,4.51,0.0363,1,1
989.94,977.73,233.42,1,2,4,2,20,2,0.0173,-0.0041,0.0,0.1325,1,0
193.61,198.62,201.22,0,1,38,2,11,1,0.0928,0.1145,0.0,0.0973,1,1
203.57,211.07,217.14,1,1,17,1,9,6,0.1614,0.1519,8.34,0.1422,1,1
872.96,907.11,226.63,2,5,8,2,10,3,0.0673,0.1121,6.61,0.085,1,1
1078.36,948.21,158.39,1,5,25,3,10,3,0.0511,0.0801,0.0,0.1212,1,0
488.54,455.36,115.35,3,8,6,1,17,4,-0.0623,0.0078,2.37,0.0236,1,1
401.39,405.95,79.49,1,1,8,3,20,1,0.275,0.268,4.01,0.0089,1,1
1281.87,1348.04,205.6,1,4,11,3,11,6,-0.0538,-0.0412,7.61,0.0403,1,1
468.63,438.23,219.83,3,5,10,5,12,1,0.1043,0.1736,6.5,0.0193,1,0
126.15,122.41,132.9,1,2,24,2,8,6,0.0812,0.0329,0.0,0.1392,1,1
669.79,656.19,239.21,0,4,17,1,20,4,0.1453,0.1198,4.27,0.2074,2,0
940.5,917.1,202.83,0,5,35,2,6,2,0.1669,0.069,12.86,0.0975,1,1
195.7,184.55,84.63,3,6,52,4,15,0,-0.0479,-0.0962,0.0,0.0531,1,0
214.62,214.85,33.83,2,2,30,2,15,6,0.0443,-0.0241,5.03,0.058,1,1
373.65,388.06,180.18,0,3,3,1,10,6,0.1921,0.1753,0.0,0.1132,1,0
208.75,203.01,110.5,3,3,12,2,12,3,0.1755,0.192,3.82,0.0498,1,0
266.13,279.55,148.86,0,5,49,4,15,6,0.0946,0.0231,8.73,0.192,2,1
327.1,324.85,52.55,1,6,61,1,10,0,0.0961,0.1027,10.63,0.0639,1,0
321.05,326.08,153.05,0,3,19,1,15,2,0.148,0.1577,0.0,0.0123,1,1
415.04,411.61,127.43,0,2,6,1,19,4,0.2006,0.2544,6.19,0.0107,1,1
557.49,540.09,190.85,0,3,2,2,16,2,0.2221,0.2122,1.1,0.0344,1,0
327.85,342.32,68.56,2,4,8,4,11,0,0.081,0.0547,5.16,0.0607,1,1
736.17,774.53,247.93,1,2,28,4,16,5,-0.0601,-0.0351,5.88,0.0826,1,1
32.18,32.5,31.75,2,3,18,3,10,6,-0.0541,-0.0376,3.65,0.0544,1,1
135.35,121.11,41.31,1,2,31,2,6,4,0.1247,0.1153,10.81,0.0839,1,1
159.12,157.03,154.5,2,4,17,3,16,0,0.1634,0.0997,1.3,0.0781,1,1
359.69,323.54,109.14,1,4,36,3,12,2,0.0082,-0.0041,5.36,0.0308,1,1
72.1,73.57,67.55,2,5,67,2,8,0,-0.0869,-0.1223,7.22,0.0423,1,1
201.22,193.71,97.92,1,1,23,2,20,0,-0.0283,-0.0279,8.86,0.1392,1,1
1180.52,1065.0,213.29,1,6,13,1,8,3,0.1728,0.1983,0.0,0.0804,1,1
33.82,30.9,32.47,2,2,15,4,14,2,0.2866,0.2017,1.81,0.0902,1,1
263.79,252.67,116.48,2,2,0,2,18,3,0.0475,0.0122,1.04,0.1758,2,1
676.9,676.34,187.67,0,5,3,1,20,3,0.0885,0.074,6.77,0.0859,1,1
40.04,38.49,37.21,0,3,17,1,7,3,0.0185,0.0801,16.04,0.157,2,1
278.76,262.01,72.29,1,4,52,1,15,2,0.179,0.1104,2.4,0.0285,1,0
969.08,961.21,206.78,3,4,53,2,7,6,-0.0236,0.0503,12.55,0.0614,1,1
204.11,193.35,44.68,1,1,31,2,18,2,0.0828,0.0967,15.86,0.1552,2,1
77.12,67.75,63.84,1,5,16,1,18,3,-0.0078,-0.0155,5.99,0.0813,1,1
415.7,364.87,192.7,0,4,20,4,5,3,0.1537,0.163,5.22,0.0505,1,1
295.23,273.2,124.19,3,4,13,1,12,5,0.1629,0.2227,9.59,0.1627,2,1
175.26,164.51,163.35,1,5,10,4,6,0,-0.1413,-0.1714,4.14,0.0915,1,1
565.53,562.34,87.45,1,3,41,2,16,5,0.2362,0.2836,0.0,0.007,1,1
35.37,32.03,32.51,1,1,61,1,7,5,0.1173,0.0447,5.53,0.0212,1,1
180.6,189.36,200.84,2,3,19,1,19,2,0.1436,0.0932,0.0,0.0231,1,1
1304.53,1278.93,235.14,2,7,29,2,13,3,0.035,-0.0144,0.0,0.0776,1,1
843.95,837.58,155.34,0,0,37,1,17,1,0.1282,0.1243,0.0,0.1549,2,1
1256.1,1307.37,249.25,0,3,35,4,9,5,0.108,0.058,0.0,0.0328,1,0
420.25,423.66,196.84,2,4,21,1,11,4,0.0511,0.1222,0.0,0.1079,1,1
778.23,776.49,177.83,1,2,30,1,20,1,0.1146,0.1488,0.0,0.0855,1,0
473.77,419.57,227.97,1,2,21,4,20,2,0.0848,0.1401,9.62,0.0133,1,1
218.61,201.95,92.17,1,6,58,4,15,1,0.2981,0.2662,4.14,0.0757,1,1
335.27,308.5,96.13,0,5,26,1,10,3,-0.0249,-0.0088,11.72,0.0324,1,1
130.48,115.38,111.35,1,1,33,3,8,0,-0.0418,-0.1018,4.27,0.1276,1,1
381.66,346.02,88.76,3,5,36,1,14,5,-0.0885,-0.0912,1.21,0.1115,1,1
494.63,465.95,215.46,3,7,7,2,20,0,0.2382,0.2078,3.03,0.0214,1,1
66.33,62.85,69.65,0,5,57,2,8,1,0.2099,0.233,3.1,0.1262,1,1
714.52,665.63,165.88,0,4,26,2,8,4,0.0811,0.1942,6.79,0.0304,1,1
759.69,760.24,144.19,2,3,25,1,12,4,-0.1531,-0.1277,6.98,0.0864,1,1
309.73,302.69,104.97,1,2,3,3,5,0,0.0124,0.0452,0.0,0.1597,2,1
493.94,465.82,214.97,1,4,31,1,12,4,-0.1405,-0.1232,3.9,0.1825,2,1
606.2,549.71,125.5,0,5,0,2,12,3,0.1545,0.1751,4.35,0.0481,1,0
124.01,112.3,61.93,0,5,39,4,17,1,0.1441,0.1477,0.0,0.1799,2,1
895.13,779.84,177.27,2,5,17,3,12,3,0.0663,0.0899,7.34,0.179,2,1
664.41,698.14,159.46,2,5,17,2,9,0,0.1704,0.2031,1.0,0.1539,2,1
444.28,398.23,203.55,0,2,21,1,18,4,0.0328,0.0894,11.41,0.195,2,0
236.29,211.56,194.27,0,2,12,3,19,4,-0.0247,-0.0421,1.62,0.161,2,0
1187.09,1135.61,184.78,0,4,29,2,12,2,-0.0129,-0.0861,20.59,0.0936,1,1
1130.62,1009.51,190.85,0,5,16,2,15,5,0.1554,-0.0049,10.7,0.0516,1,1
666.4,675.11,117.34,0,5,22,5,16,0,0.3169,0.2983,11.87,0.0319,1,1
37.47,39.05,12.31,1,5,0,1,12,0,-0.0462,-0.0364,3.4,0.0888,1,1
687.21,638.78,219.55,2,2,22,2,7,6,0.0436,0.1312,9.42,0.0609,1,1
248.74,220.54,244.31,2,4,28,3,19,3,-0.0242,-0.0581,3.27,0.0701,1,1
200.8,174.81,96.71,0,3,0,1,17,3,0.1362,0.1767,18.5,0.1476,1,1
688.31,712.67,122.92,2,6,24,4,16,1,0.1869,0.1667,0.0,0.0472,1,1
74.28,73.0,15.4,1,1,56,1,7,6,0.0039,0.0042,0.0,0.103,1,0
1021.3,943.67,215.62,3,7,0,2,12,6,0.0704,0.1048,0.0,0.136,1,1
205.46,211.83,96.93,2,5,39,2,18,2,-0.1438,-0.0528,0.0,0.0752,1,1
580.52,548.47,83.99,2,2,63,4,12,6,0.1629,0.1385,5.08,0.1791,2,1
1041.94,954.11,234.05,0,4,0,3,7,5,0.219,0.133,1.75,0.162,2,0
43.3,40.01,14.8,0,5,50,2,9,5,0.1723,0.1718,0.0,0.1257,1,1
1580.45,1511.4,239.82,0,3,14,1,13,6,-0.1957,-0.2456,2.25,0.0862,1,1
213.73,190.66,94.15,0,5,30,1,18,6,0.0053,-0.0455,5.66,0.1915,2,1
174.14,154.26,151.2,0,0,30,1,11,0,-0.1775,-0.1456,0.0,0.0838,1,1
361.4,356.51,110.91,2,7,43,1,18,3,0.1324,0.1731,5.47,0.0669,1,0
75.96,73.03,75.21,2,7,31,2,16,5,0.1004,0.1028,0.69,0.1219,1,1
188.16,172.87,163.58,2,6,12,3,11,3,0.138,0.1323,17.04,0.1609,2,1
588.64,563.47,90.84,0,5,52,1,11,1,0.1365,0.069,4.47,0.079,1,0
50.54,49.64,16.33,1,3,27,1,9,4,0.0861,0.0316,0.0,0.1233,1,1
1260.62,1106.43,221.38,2,5,63,2,10,5,0.3009,0.2044,4.53,0.0663,1,1
913.89,825.12,204.63,2,6,45,1,14,1,0.1905,0.185,2.28,0.1723,2,1
112.77,107.48,113.76,1,5,18,1,13,3,0.3504,0.4489,1.98,0.0699,1,1
474.55,466.74,236.76,2,6,0,2,6,0,0.1122,0.0973,5.52,0.0086,1,1
651.37,622.94,132.31,2,2,11,2,14,6,0.0481,0.0385,6.66,0.1961,2,1
463.76,413.3,209.49,2,5,56,2,17,5,0.056,0.0148,1.39,0.0531,1,1
319.83,282.98,147.37,1,1,33,2,9,4,-0.1078,-0.0918,9.31,0.1218,1,1
88.86,90.76,33.01,2,5,0,5,16,4,-0.1387,-0.0016,0.0,0.037,1,1
357.77,320.75,147.75,0,3,31,3,14,1,-0.0496,-0.0574,4.46,0.1915,2,1
863.9,899.21,141.97,1,5,61,3,9,5,-0.0468,-0.0031,0.0,0.0342,1,1
69.27,67.88,21.18,0,0,0,3,13,6,0.1428,0.0835,0.0,0.0174,1,1
212.18,193.99,44.46,1,6,1,2,13,6,-0.1957,-0.2702,0.0,0.1924,2,1
669.33,604.26,127.02,0,2,20,2,5,3,-0.1267,-0.0571,5.73,0.0122,1,0
366.1,363.79,85.24,1,1,1,1,14,0,0.0443,0.0375,13.33,0.2065,2,1
324.24,324.28,152.83,1,5,0,3,10,3,-0.047,-0.0008,10.77,0.1371,1,1
235.13,237.05,86.28,1,1,31,3,14,2,-0.0789,-0.1553,11.04,0.1094,1,1
201.76,184.57,176.66,1,6,19,1,11,0,0.1588,0.1281,2.78,0.0885,1,1
27.64,25.33,11.63,0,5,0,2,20,6,0.1309,0.1208,2.66,0.1576,2,1
414.85,429.75,145.76,0,4,0,1,10,5,0.0088,-0.0261,10.19,0.0722,1,1
412.83,386.29,90.31,1,6,22,2,13,1,0.0967,0.0532,12.06,0.1466,1,1
906.5,818.71,180.69,0,5,20,2,15,5,0.0522,0.0712,14.94,0.1891,2,1
674.33,687.94,107.55,0,4,44,2,20,3,-0.0418,-0.0825,0.12,0.111,1,1
295.51,289.72,100.25,0,5,33,3,13,6,0.2002,0.2236,3.16,0.1955,2,1
211.18,207.55,197.29,1,4,34,1,8,2,0.0512,-0.0355,0.0,0.0994,1,0
260.81,240.55,237.34,1,6,10,3,10,3,-0.1011,-0.0979,7.14,0.0297,1,1
517.95,512.92,186.19,3,6,21,4,17,3,-0.0435,-0.0411,2.87,0.0254,1,1
85.23,82.14,88.82,1,4,0,3,10,3,-0.1956,-0.2019,10.15,0.0554,1,1
85.11,78.59,25.06,2,7,32,5,7,3,0.0615,0.0529,2.52,0.0672,1,1
471.01,414.48,148.43,0,3,11,1,18,5,0.0796,0.0891,3.88,0.2202,2,1
62.79,60.58,19.06,3,5,43,2,5,0,-0.0081,0.0808,0.0,0.0385,1,1
303.45,287.39,97.02,1,3,0,2,18,3,-0.1327,-0.127,1.19,0.0549,1,1
1036.46,923.08,192.33,1,4,27,2,10,3,-0.0058,0.0732,1.06,0.0177,1,1
951.6,874.93,228.78,0,5,20,1,6,2,-0.1319,-0.1821,7.27,0.0198,1,1
745.43,649.45,151.82,0,4,22,3,9,0,0.2234,0.1727,2.75,0.0739,1,1
195.46,204.1,95.84,0,0,1,3,6,5,-0.0586,-0.1241,0.0,0.0932,1,1
550.55,512.35,158.57,1,6,43,2,18,1,-0.0783,-0.0276,3.33,0.102,1,0
347.6,361.76,56.29,0,4,26,4,20,1,0.2454,0.2046,1.24,0.0503,1,0
72.61,63.75,21.04,3,3,28,1,19,6,0.1304,0.1661,18.52,0.0271,1,0
1187.78,1178.94,229.54,0,0,31,2,5,3,-0.0649,-0.0251,0.0,0.0591,1,0
499.36,450.68,214.4,1,1,29,1,15,6,0.0862,0.0558,0.0,0.0555,1,0
707.02,703.38,129.16,0,5,15,1,5,2,-0.0007,0.1008,12.44,0.066,1,0
816.3,814.21,143.07,2,5,27,4,18,2,0.0845,-0.0339,19.44,0.248,2,1
1266.34,1300.6,200.82,1,4,41,2,20,2,0.0252,0.0579,0.0,0.0484,1,1
224.51,228.63,126.33,2,2,40,3,10,0,0.1394,0.1205,6.4,0.0535,1,1
36.82,36.8,38.1,1,1,32,1,20,5,0.064,-0.0221,9.66,0.0856,1,1
922.65,873.63,189.08,1,3,48,3,9,0,0.1045,0.2195,1.17,0.1341,1,0
553.91,545.06,186.39,1,4,36,2,9,3,-0.0903,-0.0517,5.27,0.0129,1,1
363.1,348.1,73.65,1,6,21,2,11,4,-0.0168,0.1156,8.99,0.0488,1,1
125.78,113.05,29.43,2,2,0,2,14,4,0.1978,0.2351,0.0,0.0518,1,1
391.4,396.18,103.45,0,2,75,2,14,5,0.0029,0.0782,2.2,0.0221,1,1
503.26,526.23,142.46,0,3,20,3,14,3,-0.0139,-0.0981,6.59,0.0656,1,1
886.01,800.94,148.95,1,1,54,2,11,1,0.1424,0.172,0.0,0.0366,1,1
549.56,541.5,102.78,1,4,22,1,5,2,0.2581,0.2613,4.35,0.2128,2,0
415.61,433.82,112.9,0,0,25,3,18,3,0.1381,0.1555,10.79,0.0359,1,1
127.43,120.77,23.89,3,8,37,4,6,4,-0.0015,0.004,6.31,0.0083,1,1
556.73,533.6,130.0,2,4,42,3,18,6,0.1442,0.1652,10.17,0.1776,2,1
177.23,155.54,26.33,0,2,59,2,17,6,0.0981,0.0252,0.0,0.0589,1,1
109.24,111.17,21.27,2,4,51,2,7,5,0.0494,0.0239,5.0,0.0581,1,1
975.82,982.31,248.42,1,1,37,2,5,4,-0.1741,-0.2019,7.48,0.0442,1,0
576.06,517.11,142.24,3,6,10,2,15,4,0.1665,0.1115,10.42,0.1658,2,1
71.41,62.14,33.99,0,4,6,3,18,2,0.3043,0.3433,0.0,0.0233,1,1
180.71,172.15,63.42,0,1,11,1,15,5,0.0092,0.042,1.9,0.137,1,0
709.67,617.86,136.6,2,2,28,1,8,1,-0.0374,-0.077,2.91,0.0242,1,1
224.95,218.92,211.78,2,5,42,3,11,6,0.0303,0.1349,14.54,0.1071,1,1
525.23,509.09,165.83,2,2,0,2,19,4,0.0095,0.1194,3.98,0.0916,1,1
474.82,462.23,117.76,2,4,43,1,15,5,-0.1465,-0.0702,13.18,0.0495,1,1
961.62,976.36,199.18,0,1,0,1,10,1,0.1745,0.1688,2.66,0.0661,1,1
87.51,90.14,85.46,0,5,22,2,11,1,0.172,0.1048,0.0,0.1324,1,1
188.56,167.43,43.08,0,2,4,2,18,3,0.0921,0.0902,0.29,0.132,1,1
120.26,121.45,22.43,1,2,18,2,9,3,-0.0204,-0.015,9.69,0.0694,1,1
410.16,407.28,207.26,1,3,37,1,18,0,0.0046,0.0899,0.0,0.0239,1,1
194.15,173.83,35.53,0,2,15,1,6,0,0.2277,0.3133,11.09,0.1736,2,1
1539.11,1371.22,218.6,0,3,45,4,15,1,0.0775,0.0537,0.15,0.0038,1,1
715.62,744.43,174.76,1,1,11,3,17,4,0.0441,0.0557,2.8,0.013,1,1
