claim_total,claims_last_30d,claims_last_90d,days_since_last_claim,claim_duration_days
363.02,0,3,55,6
117.91,1,2,82,7
746.42,1,10,29,3
74.12,0,0,105,7
350.24,2,2,15,7
83.21,0,3,29,5
163.57,2,2,22,1
505.43,6,14,16,3
136.95,1,4,111,5
393.87,2,5,66,2
469.47,0,0,38,6
106.19,2,5,85,2
235.71,1,3,97,4
112.32,0,1,117,2
145.99,0,3,110,3
222.98,2,3,111,1
236.05,0,3,82,2
135.17,2,2,57,7
173.26,0,1,33,7
80.47,2,3,89,2
1129.6,5,7,28,11
412.26,0,1,53,5
312.42,2,4,113,7
133.92,0,3,102,3
357.7,1,2,107,6
395.03,2,5,69,1
4477.07,1,5,25,4
241.73,0,0,46,5
88.33,1,3,94,3
346.96,2,2,103,6
3643.7,2,9,16,8
734.59,3,12,3,12
370.95,1,4,35,4
235.6,2,5,55,6
115.59,1,3,14,5
128.84,1,3,89,5
478.12,1,2,97,4
4084.95,2,11,26,6
4337.22,3,8,2,10
4172.56,3,10,8,11
78.98,2,3,55,4
369.71,1,2,50,4
2583.57,4,5,3,3
300.02,2,3,31,2
56.49,0,2,55,2
476.47,2,3,78,2
497.39,2,3,70,4
459.09,0,0,10,4
284.76,0,0,26,6
372.31,1,3,74,3
51.2,0,0,13,5
60.13,1,2,74,4
353.03,1,2,67,5
392.91,0,3,46,1
379.11,1,3,47,1
58.77,1,1,9,5
186.61,2,4,95,2
444.69,0,0,6,2
498.2,0,1,35,3
385.61,2,3,5,6
3513.49,6,8,28,14
138.87,1,3,108,2
491.27,2,3,113,5
322.76,1,4,33,1
454.92,1,4,112,5
354.22,0,1,31,7
218.21,1,1,7,4
225.93,2,5,5,1
179.32,2,4,75,1
377.98,0,3,57,3
475.41,2,3,71,1
183.07,0,2,5,3
344.38,1,4,17,6
137.81,1,2,95,3
364.15,2,3,22,6
298.7,0,2,69,7
492.84,2,5,86,3
464.55,2,2,94,7
273.62,1,2,48,6
1393.15,3,3,24,2
461.58,0,2,45,5
425.66,1,4,95,5
129.72,0,1,15,4
314.4,0,0,37,3
290.14,2,2,95,7
102.98,2,5,13,7
4295.28,2,4,19,4
366.13,2,4,89,6
445.67,0,2,99,7
233.04,1,4,68,5
433.66,0,1,105,4
4088.66,2,2,22,5
260.48,0,3,116,3
440.58,0,0,54,1
490.5,1,4,9,7
445.18,2,3,28,1
140.64,2,5,12,1
1380.91,4,10,21,12
352.22,2,3,5,6
2731.29,4,5,23,2
378.73,2,5,78,7
106.99,0,2,94,4
4605.64,2,5,16,11
293.45,2,4,117,7
214.47,2,5,70,6
397.83,1,2,78,4
159.22,2,2,87,1
273.39,1,3,105,3
357.79,2,4,116,7
99.64,0,3,56,5
1266.6,4,6,12,11
204.51,2,3,43,7
209.59,2,2,93,4
410.14,1,2,48,5
281.92,2,4,85,6
305.46,0,3,108,5
307.53,1,3,69,7
278.32,0,3,47,4
408.81,0,3,66,5
420.71,1,1,67,7
1447.32,4,14,21,2
428.08,1,4,17,6
136.99,2,2,87,6
278.53,0,3,79,2
138.82,2,4,41,1
135.09,2,4,21,5
394.61,2,3,33,1
482.89,2,5,45,2
157.05,2,4,108,1
252.72,1,1,29,2
1605.5,4,11,2,5
325.56,0,1,95,3
205.1,1,1,24,1
101.09,1,1,29,4
1694.61,3,12,8,13
226.23,0,0,75,5
348.2,0,1,66,6
403.56,1,3,8,4
96.51,0,1,116,2
2934.59,2,12,22,11
223.79,1,4,76,6
352.03,1,3,52,3
203.05,1,1,21,4
199.77,0,3,68,4
322.57,2,4,106,2
111.6,1,2,78,6
168.28,1,1,8,5
383.82,0,3,77,4
492.36,0,3,118,5
476.12,0,1,12,5
476.99,2,2,56,1
322.47,1,4,8,6
203.34,0,1,9,1
431.75,1,3,83,1
319.6,0,0,53,2
298.05,0,1,101,6
314.67,2,2,99,5
463.93,2,3,19,1
1509.49,4,5,5,3
689.56,1,9,4,3
343.56,1,3,28,4
192.0,2,4,67,6
450.1,0,1,12,4
121.45,2,2,15,2
309.61,0,2,38,4
214.55,2,4,22,6
2709.81,1,10,13,14
58.75,1,3,61,2
165.68,1,2,51,4
297.55,2,4,65,4
291.35,0,3,5,7
322.69,1,3,66,4
440.38,1,1,23,5
322.99,0,2,24,4
408.0,0,1,119,4
82.04,2,5,37,1
50.59,0,3,14,6
240.91,1,4,98,6
281.88,0,0,93,7
2306.39,3,10,27,10
336.18,0,3,79,5
105.44,0,2,22,5
157.2,1,3,15,7
58.1,2,2,83,5
300.27,2,5,5,6
50.53,2,5,67,7
2151.59,1,8,14,11
477.06,1,3,12,3
241.09,2,4,98,4
253.85,0,2,57,1
197.38,0,0,9,7
50.23,2,5,11,7
299.86,1,1,97,2
71.63,1,3,77,4
393.16,2,3,95,6
64.75,0,1,84,4
330.96,2,5,39,6
361.76,2,4,86,2
2400.17,5,12,23,5
392.03,1,2,54,6
326.98,2,4,90,6
176.57,1,3,19,3
145.03,1,1,106,7
214.87,0,1,63,7
3953.08,4,10,25,13
308.04,2,5,53,5
354.22,1,1,112,5
273.38,0,3,43,5
409.96,2,4,83,6
279.11,1,3,80,5
76.24,1,4,26,3
353.22,1,3,38,3
327.74,2,5,31,2
394.18,1,2,61,6
93.73,0,0,93,1
2831.35,6,7,30,9
354.84,2,4,81,2
84.37,1,4,20,5
73.54,2,5,97,6
173.75,2,2,117,7
120.29,2,5,38,2
485.5,1,2,6,3
1834.28,2,11,16,14
2679.21,5,6,22,10
78.91,1,4,92,3
292.92,1,3,54,1
312.74,1,1,66,6
163.43,1,2,15,3
256.1,1,3,73,1
204.86,0,1,59,4
4275.17,5,13,16,11
315.35,2,5,65,3
198.22,1,4,102,3
1560.2,1,2,29,10
1112.87,5,8,13,1
483.14,1,2,94,4
495.96,2,3,37,4
2821.7,1,2,4,14
489.84,1,3,66,5
373.44,2,4,57,1
814.57,3,9,17,13
367.36,2,3,116,1
4151.25,1,11,13,6
283.3,1,2,18,4
367.94,1,3,35,2
426.64,2,3,108,6
458.79,0,3,86,6
184.21,1,4,29,7
412.91,0,0,31,5
271.19,0,3,74,7
457.77,1,1,45,6
2060.23,5,10,16,7
209.13,1,3,15,5
1243.61,5,15,16,3
84.21,0,3,60,5
466.39,2,4,54,5
3225.74,3,5,17,9
4970.91,5,9,14,1
70.0,0,1,112,6
327.6,2,5,16,7
439.18,0,1,7,2
4750.9,5,11,9,3
468.25,2,5,74,4
475.12,2,4,28,4
258.24,1,1,97,2
277.61,1,4,76,2
246.93,0,0,57,2
152.4,0,2,86,6
441.53,2,4,66,2
241.37,0,1,114,7
2538.12,6,6,1,5
202.84,1,4,32,1
3991.77,2,12,21,14
297.83,1,1,44,6
164.56,2,3,47,3
458.7,2,3,79,7
461.97,1,1,42,1
264.5,2,2,51,7
336.93,1,4,116,6
287.43,1,4,82,1
484.4,2,4,100,6
385.74,0,1,96,2
81.75,2,3,41,5
208.51,1,4,8,1
240.45,0,1,91,5
190.75,2,4,25,4
269.68,0,2,31,1
474.82,0,1,115,2
63.02,0,1,97,5
440.21,1,2,74,2
240.93,2,2,46,5
84.06,2,2,19,3
143.02,1,2,46,4
108.18,2,5,67,2
257.36,1,4,51,5
329.44,1,3,50,4
204.46,2,4,52,1
1958.95,6,9,22,11
303.41,2,2,61,1
214.04,1,1,76,2
473.92,2,4,21,6
4535.98,2,2,30,8
3981.38,6,14,5,13
227.46,1,1,116,1
369.39,0,2,111,3
369.73,1,2,12,7
405.26,2,3,65,6
330.33,1,4,30,1
398.57,0,2,12,2
213.07,0,1,97,1
382.01,1,3,6,6
312.23,1,2,42,6
403.69,2,4,16,2
89.85,2,2,51,6
124.14,1,3,79,5
62.11,1,3,16,2
344.93,0,2,43,4
299.15,2,2,105,1
186.17,2,3,38,7
215.1,0,1,32,5
330.53,2,3,119,4
237.2,0,3,35,3
102.19,0,1,8,7
88.84,2,3,69,1
677.45,3,12,27,5
123.24,2,2,76,5
370.12,2,5,91,4
212.21,0,0,110,5
309.07,2,2,70,2
147.63,1,4,76,6
143.1,1,2,34,7
438.15,1,4,11,3
3701.86,6,7,29,8
436.21,0,0,84,1
4069.33,4,8,1,6
63.58,0,1,105,2
449.3,0,2,107,3
243.43,1,1,37,5
225.87,0,3,63,3
119.07,2,5,24,2
219.79,2,3,20,4
138.13,1,1,16,6
3523.27,1,6,24,12
489.44,0,1,102,7
220.6,0,0,59,4
602.19,3,12,19,5
318.73,1,4,92,5
372.06,0,1,93,4
271.91,2,4,71,7
61.89,1,1,40,6
239.38,0,1,32,3
63.78,1,3,118,5
181.92,2,3,84,6
260.65,2,2,112,5
113.96,1,2,92,3
201.95,1,3,45,7
329.09,0,3,105,1
4637.02,5,7,24,13
273.02,2,3,75,6
228.37,2,3,23,2
64.64,2,3,57,3
283.49,1,4,120,7
243.82,1,3,17,4
395.02,0,0,56,2
199.81,0,3,66,4
167.06,2,4,5,5
387.18,1,3,107,1
130.22,0,2,96,2
451.23,0,3,73,4
188.11,0,1,117,4
282.37,0,3,100,6
199.78,1,3,53,3
1289.52,4,12,7,7
164.97,0,3,62,1
4131.3,2,6,28,13
334.34,1,3,48,7
353.55,1,1,6,2
4330.52,1,10,30,7
111.95,1,2,33,5
314.16,1,2,93,1
377.04,1,2,54,7
290.78,2,2,79,3
333.94,0,1,38,1
322.05,0,3,92,3
101.07,0,3,107,6
435.25,0,1,40,7
163.34,1,2,116,6
4158.28,1,1,22,7
269.15,2,4,96,6
444.31,0,2,108,2
209.93,1,4,59,5
112.18,0,3,112,6
209.17,1,2,65,3
53.49,0,0,58,6
4495.7,6,7,20,8
187.71,2,4,94,7
132.85,1,1,109,4
297.86,0,3,40,6
268.88,0,0,11,1
259.3,0,1,92,6
336.31,1,4,56,1
157.73,1,3,76,3
464.44,1,2,85,6
4315.14,2,7,22,6
404.22,2,3,86,2
353.52,1,3,115,4
308.19,2,2,89,2
112.33,1,4,40,6
369.93,0,0,48,5
447.58,2,2,111,5
4820.6,1,11,28,9
174.92,2,2,67,6
102.2,1,1,14,3
1660.08,4,14,2,2
4353.16,2,2,24,10
410.1,0,2,116,4
379.24,2,4,95,2
499.98,2,5,42,5
487.07,1,4,5,1
302.22,0,1,48,2
469.13,0,0,101,6
299.71,0,1,101,2
307.28,2,2,83,4
235.37,0,1,74,4
373.51,0,1,111,5
212.45,0,3,44,4
350.88,0,0,103,6
56.24,2,5,6,7
317.17,0,3,10,7
284.08,0,3,96,6
388.15,2,3,26,1
428.29,2,2,78,5
277.07,2,3,91,6
271.26,1,4,115,4
1292.01,4,9,1,14
178.88,1,3,55,3
242.18,1,3,91,3
319.13,0,0,62,5
264.48,1,1,114,7
188.3,0,1,12,2
130.8,2,3,12,2
384.43,2,4,49,2
2170.48,4,7,7,1
372.08,0,3,101,7
398.99,0,3,34,3
281.72,0,1,39,4
265.38,0,1,48,6
266.98,2,2,12,6
428.24,0,3,97,7
468.81,0,1,68,4
496.8,0,1,73,3
121.7,2,3,64,2
4248.05,2,9,21,3
387.9,0,0,9,2
372.85,2,2,5,5
190.48,2,3,37,1
250.59,1,2,29,2
1384.94,1,11,20,9
2815.87,5,9,11,7
485.71,0,2,87,4
3316.72,1,5,14,4
316.59,2,4,101,6
264.88,1,4,74,1
3436.47,4,8,11,14
188.22,2,3,17,3
363.52,0,3,84,6
180.21,1,2,96,2
252.63,2,5,71,5
141.88,2,3,72,5
411.25,0,1,82,4
323.23,2,3,91,2
217.53,0,1,17,5
390.89,2,5,49,7
86.31,2,2,21,3
246.16,2,5,86,6
231.47,1,2,43,4
92.13,1,4,36,2
211.27,2,2,118,6
287.48,0,2,23,7
126.0,0,2,50,5
158.9,2,5,42,2
493.59,0,2,83,3
1800.64,2,10,18,6
384.84,1,3,60,7
215.6,0,3,12,5
64.09,0,0,7,6
412.99,1,2,53,6
357.3,0,2,99,4
257.54,2,3,26,6
463.15,1,3,77,2
79.39,2,5,5,7
105.73,2,2,43,5
228.34,2,2,100,4
436.48,0,3,44,3
2512.73,5,14,20,12
261.06,1,3,85,3
496.26,0,0,81,2
463.3,1,3,86,5
178.5,1,2,96,3
482.61,1,3,68,7
482.17,0,3,103,5
3848.9,6,11,4,9
634.97,3,9,13,6
895.44,2,9,17,13
3830.68,4,5,18,9
2928.86,2,9,8,4
209.64,2,5,70,3
276.51,1,2,100,3
157.88,2,5,40,4
478.53,0,2,33,3
154.49,1,4,81,3
100.44,0,2,54,1
276.98,0,0,71,5
198.55,1,4,84,3
50.31,1,1,32,4
248.58,1,4,99,5
383.75,0,3,15,2
415.61,0,1,98,5
232.27,1,3,75,7
276.21,2,2,86,5
699.87,3,4,10,9
146.68,1,2,113,5
371.8,1,1,17,7
191.2,2,2,103,7
313.75,1,2,106,5
496.17,0,0,28,7
209.22,1,1,74,1
3015.21,4,14,25,2
323.41,2,2,29,4
375.8,0,2,48,1
352.32,2,3,111,5
247.11,2,5,106,6
267.36,2,2,87,3
116.42,0,1,101,7
4323.25,6,11,0,8
3658.98,5,11,2,3
1490.01,2,3,24,4
208.85,0,0,77,7
3972.51,3,3,21,1
4220.8,4,14,2,8
284.96,1,4,24,6
293.4,1,4,18,1
453.32,0,3,105,6
64.77,0,0,54,5
2167.69,1,7,10,8
125.61,0,3,11,7
293.91,0,1,115,6
400.95,2,3,30,1
210.73,2,5,79,6
768.05,2,5,3,13
348.23,2,5,76,6
365.49,0,0,117,5
334.96,2,5,115,5
179.69,0,2,25,1
389.53,0,3,5,5
403.7,0,0,37,3
413.26,0,0,93,5
95.99,0,1,39,4
168.62,2,4,8,7
315.77,2,4,111,5
422.45,2,5,38,3
317.35,0,2,78,6
166.05,2,4,15,3
328.39,0,2,84,3
436.72,2,5,60,2
135.74,2,4,63,4
322.16,2,4,29,1
472.16,1,4,22,5
2303.84,4,8,21,12
283.43,2,2,22,7
2243.39,5,12,30,7
391.34,1,2,103,6
245.92,0,2,81,5
413.55,1,4,66,6
228.12,1,2,112,4
419.68,1,1,25,1
4198.37,4,6,6,2
116.38,0,2,27,2
203.7,2,5,111,1
194.46,2,4,81,4
2536.77,1,6,30,14
397.71,0,2,98,2
395.39,0,0,70,3
236.16,1,2,41,6
117.24,2,2,5,5
116.1,2,4,38,6
99.05,1,1,40,7
456.5,1,2,38,6
4361.54,6,16,14,14
392.92,0,2,10,7
467.58,1,2,34,1
330.21,2,2,69,1
482.04,2,5,24,7
488.03,1,4,71,7
412.48,0,2,51,5
487.57,1,2,58,2
185.23,2,3,30,6
272.29,2,3,45,3
133.55,2,4,30,3
454.56,2,3,75,1
493.2,1,3,51,2
287.27,2,5,25,1
2486.21,4,10,12,7
289.52,2,5,43,3
422.5,1,1,97,6
331.59,1,2,14,6
146.81,1,3,82,2
399.7,2,3,55,2
344.67,1,3,96,1
479.6,0,0,86,7
412.36,0,2,41,3
404.8,2,5,44,3
190.35,0,1,13,5
432.58,0,0,92,7
152.18,0,2,105,5
1240.82,4,13,14,1
387.49,2,3,106,6
182.52,2,5,51,6
365.45,2,5,85,1
285.57,0,3,70,4
369.74,0,0,51,5
274.61,1,2,63,4
1488.16,2,9,28,5
70.27,0,1,20,2
153.1,2,4,38,5
445.91,0,2,62,2
491.24,2,3,107,4
189.34,1,4,37,1
149.53,1,4,115,7
55.63,2,5,53,6
434.65,2,3,20,7
4043.5,6,14,4,2
467.56,2,5,115,5
300.01,1,4,22,4
405.69,2,3,30,7
184.71,1,4,77,2
66.51,1,4,89,4
172.92,1,2,17,2
344.04,1,2,48,5
174.7,2,2,19,5
491.64,1,3,17,2
1315.92,1,7,23,4
356.99,1,1,44,5
472.08,1,3,85,5
360.18,2,4,79,3
3821.51,5,15,22,6
166.1,0,1,68,5
464.62,0,3,29,6
309.28,0,3,56,4
271.56,1,3,77,2
301.54,0,1,111,7
268.48,2,2,79,3
416.3,2,2,75,6
184.0,1,4,114,2
323.51,0,3,113,4
439.64,0,0,14,1
97.82,1,1,44,3
139.46,1,4,84,2
167.69,2,2,16,1
2860.59,4,5,25,7
458.33,1,4,95,5
427.65,2,2,48,4
347.66,0,3,63,5
2214.01,6,9,12,8
66.46,2,5,20,1
392.75,1,2,60,3
128.05,1,4,77,5
121.2,1,3,84,4
429.9,2,4,51,6
137.96,1,4,5,1
201.04,2,2,111,4
142.52,0,3,5,7
2408.05,3,9,16,9
440.36,2,5,101,1
390.28,1,4,30,3
493.83,1,3,111,2
4621.13,4,8,8,8
222.2,0,3,55,7
240.93,1,4,108,7
380.9,2,5,88,6
328.55,2,4,61,6
209.11,2,3,40,7
163.73,1,1,96,6
60.58,1,2,61,4
341.35,2,4,91,7
325.01,1,2,87,5
444.88,0,3,108,7
299.28,0,3,72,1
289.44,0,2,56,5
374.72,0,1,57,5
489.2,2,2,94,3
63.13,0,3,31,1
4439.63,1,6,0,12
1482.91,6,10,26,1
70.65,2,3,57,3
441.2,1,4,31,2
4660.36,4,8,20,7
492.54,1,4,100,1
432.84,0,3,30,7
328.69,1,1,47,5
74.16,2,4,109,7
444.7,0,1,85,4
267.32,2,2,92,7
101.74,1,3,80,4
335.23,0,1,35,7
242.2,1,3,32,3
344.88,1,4,72,5
203.62,1,2,57,1
260.3,2,5,115,5
244.72,1,1,66,1
461.43,2,2,25,5
447.36,1,1,115,2
107.32,1,4,37,3
314.71,1,1,94,6
4591.52,2,9,13,9
200.51,2,2,67,5
70.19,1,3,20,1
170.29,1,1,63,5
292.02,2,4,61,5
280.53,0,0,34,3
395.94,1,2,60,7
178.13,2,2,116,3
3290.86,4,6,16,1
135.11,1,2,106,6
411.61,1,2,99,1
384.89,1,3,38,3
2978.72,6,15,28,6
3144.31,1,4,5,11
331.84,1,4,5,7
204.02,1,1,20,6
143.02,2,2,120,2
319.15,2,5,53,2
481.72,0,1,50,7
2086.81,1,4,0,8
316.92,1,3,108,7
411.93,2,5,31,2
115.68,2,4,32,1
464.61,0,0,42,2
348.93,2,3,94,1
361.78,1,2,108,1
443.51,2,2,77,2
751.62,3,7,16,5
147.88,2,4,61,7
320.0,0,1,39,7
337.13,1,2,72,7
436.1,2,3,67,2
1345.07,5,7,13,5
3140.97,1,9,10,3
2143.08,4,14,13,13
286.67,2,2,48,3
159.65,2,2,78,4
433.57,2,4,113,3
275.81,1,1,91,7
421.04,1,3,79,6
370.84,1,1,70,5
164.89,1,3,10,2
620.43,4,13,29,6
208.53,2,3,52,7
279.85,0,1,89,2
399.18,1,4,103,7
273.49,1,3,52,5
2164.72,6,7,4,4
116.77,1,2,66,5
67.34,1,1,95,3
4517.18,5,9,17,14
359.59,1,4,119,3
4304.53,1,7,13,3
303.63,1,4,20,2
313.75,1,1,26,7
251.03,2,2,53,3
119.69,0,3,23,6
212.2,0,2,109,3
3620.44,2,6,3,8
3366.36,1,1,10,5
2013.75,2,6,11,6
201.29,1,4,107,2
2407.83,5,15,6,4
486.53,2,5,94,7
236.64,0,2,102,1
411.58,2,2,8,5
372.89,1,2,15,4
459.81,2,5,76,3
92.07,2,5,79,2
300.19,0,1,116,1
239.1,2,4,87,6
89.6,1,3,106,7
318.74,0,0,52,7
69.67,1,3,11,1
135.43,2,3,95,2
2450.43,4,13,1,3
3495.6,2,10,17,11
126.3,2,2,76,5
287.69,1,4,71,1
235.49,1,4,56,2
172.83,0,0,74,2
364.7,0,2,28,6
245.73,1,3,24,6
188.13,0,2,64,6
394.92,0,3,81,7
157.83,2,4,71,1
297.34,1,3,39,5
189.99,2,5,89,1
477.43,1,2,106,5
200.73,0,2,47,7
189.93,0,1,83,3
118.67,1,1,113,5
4123.42,3,12,12,7
498.19,2,2,119,1
291.99,0,1,36,6
333.56,2,3,39,4
111.82,0,1,64,2
368.14,1,1,54,6
141.69,1,4,43,6
2843.72,3,10,16,4
169.47,1,3,79,4
461.0,1,4,89,4
349.73,1,4,69,4
50.96,1,3,13,7
462.44,2,5,88,4
164.95,2,4,32,4
1245.24,1,6,13,2
245.47,0,2,107,3
77.65,0,0,92,5
162.52,2,2,115,3
162.3,0,0,78,5
474.82,0,2,57,3
155.94,1,3,11,5
168.4,0,1,111,2
275.31,1,4,57,6
1337.75,4,14,18,12
400.73,0,1,31,5
230.99,2,2,99,7
67.17,0,1,82,1
207.3,2,4,79,7
212.83,2,2,47,7
58.53,0,2,83,5
480.86,1,2,45,5
70.14,0,3,66,6
3737.95,1,4,1,7
317.9,0,1,18,4
255.09,1,2,110,4
499.24,0,1,10,3
324.31,1,3,36,7
236.19,1,3,55,7
149.75,1,1,120,4
2028.89,1,7,24,3
196.64,1,2,58,4
4524.11,6,9,12,11
3863.25,2,9,23,6
53.47,1,4,75,4
310.57,1,4,14,7
130.02,2,2,113,4
359.66,0,1,35,3
134.43,0,1,7,6
1726.9,3,12,22,6
4418.93,4,9,15,14
249.06,1,2,23,7
287.6,0,1,39,2
169.28,2,4,85,6
99.66,0,1,97,1
435.28,2,2,46,6
276.99,1,1,11,5
177.99,1,2,33,4
157.15,1,4,95,7
186.19,1,1,5,5
454.86,0,3,103,3
468.07,0,1,17,7
422.8,2,4,61,1
132.77,2,3,75,6
150.79,0,3,16,4
431.07,1,4,72,1
322.3,1,1,50,5
478.32,0,1,8,7
491.45,2,4,97,3
3153.48,4,13,24,9
372.86,0,3,80,2
2191.07,6,13,0,9
417.47,2,4,10,4
372.81,2,4,116,3
490.59,1,2,112,3
348.77,1,3,5,5
130.97,0,3,73,6
116.24,2,3,62,1
418.44,1,1,102,2
4235.88,6,12,25,12
79.18,2,5,70,7
3827.77,1,10,28,13
427.29,2,2,80,3
51.57,2,2,88,4
442.55,0,3,93,4
287.32,1,4,64,7
273.09,0,0,40,6
110.36,1,2,117,1
201.13,2,5,44,4
270.88,0,2,81,3
409.16,2,2,80,7
66.61,0,1,52,4
467.35,2,5,107,3
402.09,2,3,50,1
210.61,1,4,100,3
3751.16,4,14,15,4
104.29,0,0,67,6
279.31,1,4,62,5
438.48,2,4,88,5
291.67,1,4,82,5
388.27,0,2,23,7
86.11,0,0,94,4
2416.04,5,6,4,7
100.37,0,3,79,5
216.3,2,2,32,6
394.09,1,2,10,3
288.66,2,5,52,2
429.39,0,3,93,2
319.19,1,4,37,4
101.18,2,3,56,5
3151.55,3,8,3,8
488.09,0,1,79,2
340.15,2,5,47,1
305.44,1,4,52,7
341.76,1,3,66,6
376.14,2,2,63,3
461.57,2,4,32,3
142.88,0,0,13,6
208.27,2,3,120,4
328.5,2,2,98,7
316.18,1,4,87,3
1339.04,5,9,6,4
233.12,1,4,5,7
191.94,0,3,78,7
398.3,2,4,39,7
403.62,0,0,43,2
4007.85,5,12,8,10
175.28,2,3,19,1
286.05,0,3,83,5
146.36,0,1,52,4
1944.32,5,9,25,9
849.04,1,6,22,8
134.89,1,3,55,1
441.78,1,3,112,6
134.32,1,3,41,4
514.61,2,3,26,4
162.79,1,2,23,6
178.02,1,1,101,4
182.79,1,4,54,1
4106.47,3,7,15,11
347.89,1,1,106,7
306.8,0,0,61,5
2108.62,4,7,10,3
334.58,2,2,99,2
126.7,1,1,67,3
222.33,0,2,60,3
88.65,2,4,39,1
353.34,1,4,51,6
113.21,1,1,47,4
445.66,2,2,61,6
350.14,2,5,75,2
366.74,0,2,80,2
416.49,0,0,88,3
312.3,2,4,69,1
177.91,0,1,109,5
3620.15,4,13,18,4
178.03,0,3,46,2
104.32,0,0,18,4
69.33,0,2,94,3
490.85,2,5,56,3
294.69,2,3,64,2
3199.36,2,12,12,8
1971.27,5,6,29,7
172.9,2,2,45,2
373.69,2,2,119,1
77.74,1,2,32,1
422.96,2,3,118,2
294.41,2,2,98,2
376.93,2,4,55,2
2644.76,1,11,7,13
497.74,1,2,111,7
1215.17,5,11,14,13
251.68,1,1,44,7
463.41,0,3,86,6
2419.73,4,11,9,1
3653.6,4,11,27,3
251.97,1,2,106,3
73.29,0,1,94,1
2166.67,1,1,22,11
389.44,2,5,23,3
411.94,0,2,40,2
180.2,0,3,100,7
289.33,2,3,80,2
429.79,2,3,79,5
133.37,2,2,108,5
467.55,2,3,53,6
351.77,0,3,75,6
59.6,2,2,40,2
154.51,1,2,15,5
215.24,0,0,110,1
356.75,2,3,91,1
193.43,1,4,97,1
416.78,2,2,68,4
375.44,2,4,77,3
324.23,1,2,105,3
277.05,2,5,21,7
296.07,0,2,79,3
401.51,1,3,99,3
127.09,1,3,48,1
430.74,0,0,100,3
207.95,0,3,31,6
99.38,2,2,8,5
188.88,0,1,115,7
1532.2,3,12,0,14
63.7,0,3,35,4
4575.24,2,5,8,3
365.92,2,5,116,1
1394.25,6,8,6,11
100.42,2,2,61,1
4429.41,5,15,23,10
208.98,1,4,99,6
1940.71,2,3,2,3
192.73,2,5,36,7
4510.16,2,3,2,5
479.28,0,0,119,1
2767.41,2,5,1,14
395.07,2,4,91,7
155.69,2,2,70,7
367.24,1,3,96,1
462.95,0,0,69,2
367.88,0,0,62,1
167.8,1,1,59,6
289.83,2,3,28,7
305.54,2,5,115,7
349.13,0,2,29,6
273.0,0,1,44,3
69.52,1,1,116,1
182.4,1,1,13,1
99.74,0,1,48,3
385.33,2,4,22,1
391.92,0,1,91,2
210.8,2,5,21,6
219.99,0,3,96,5
4204.27,4,10,15,12
216.98,0,1,69,4
84.4,0,0,73,5
255.41,2,3,10,3
151.17,1,3,19,5
203.71,2,5,70,7
340.33,1,2,40,1
454.46,0,3,79,6
190.26,2,2,36,6
98.12,1,3,70,3
458.22,0,2,35,6
113.09,1,3,110,3
395.24,2,3,62,1
192.29,0,3,34,5
239.21,1,1,22,1
483.58,0,2,30,4
175.59,0,2,50,6
373.54,0,2,39,3
4322.39,4,12,22,10
255.21,2,3,87,6
1109.41,1,1,23,1
112.93,2,2,40,1
328.34,1,1,20,7
231.14,2,5,51,6
361.78,1,1,118,1
4935.07,5,11,13,8
238.29,1,2,60,2
185.28,1,1,94,3
236.49,0,0,108,1
2759.36,4,4,7,4
258.46,0,2,89,3
389.62,1,2,22,3
346.73,2,5,89,3
414.89,0,1,86,7
409.13,0,0,107,4
317.65,2,3,38,4
122.38,1,1,41,7
97.38,2,3,12,1
395.5,1,2,22,2
168.93,1,4,109,3
404.21,0,3,52,5
417.59,0,0,36,3
391.51,1,2,98,7
449.73,2,5,42,1
4072.76,6,11,6,7
91.13,2,3,31,1
201.45,0,0,19,5
455.43,2,3,8,4
96.11,2,5,88,5
402.82,1,2,27,1
1891.81,2,12,27,7
246.98,0,2,109,2
351.39,1,4,20,1
98.9,2,4,90,7
371.93,1,3,99,2
365.79,2,4,113,7
144.34,1,2,56,5
338.51,1,1,73,1
325.41,2,4,9,2
110.1,1,3,80,2
280.02,2,3,90,6
1999.67,6,8,16,9
62.61,1,3,10,7
349.54,0,3,108,2
404.76,1,2,50,2
365.55,1,4,66,3
459.38,2,5,38,7
65.27,1,3,108,1
53.92,2,3,54,3
106.66,2,5,51,7
143.55,1,2,105,7
2082.36,6,10,20,13
312.26,0,0,7,7
260.5,1,3,108,3
321.37,0,0,101,4
425.23,2,3,23,7
163.79,0,3,77,2
111.23,2,2,95,4
105.97,1,1,32,2
342.08,0,2,36,6
278.83,2,4,39,2
307.94,0,1,59,1
274.71,1,4,97,3
409.29,2,4,96,5
255.38,2,2,27,4
376.53,1,3,92,6
4104.59,4,5,16,4
115.28,2,4,120,1
319.86,0,3,115,6
2641.09,1,8,13,14
63.68,2,4,10,3
225.24,2,4,17,1
219.99,2,2,20,1
471.97,2,3,73,6
67.04,2,4,91,6
210.42,2,3,61,7
2390.0,4,8,5,4
193.25,1,2,101,2
497.64,1,2,98,7
248.21,0,3,103,6
85.91,1,1,10,1
50.64,1,2,13,3
332.61,1,4,117,5
222.19,1,2,116,4
456.16,1,2,19,1
51.94,2,3,13,5
63.64,2,4,11,4
428.58,1,4,113,7
974.53,2,11,15,4
1738.21,1,5,16,6
490.41,0,3,90,3
423.25,2,2,72,2
